order_id,delivery_time,first_name,last_name,order_details
2015-001767,19:41:29,Miles,Barnes,medium ital_supr;medium cali_ckn;large five_cheese;medium classic_dlx
2015-001768,19:54:19,Zuri,Knox,large ckn_alfredo
2015-001769,20:02:34,Victoria,Johnson,medium hawaiian;large prsc_argla
2015-001770,20:13:26,Ophelia,Rodgers,medium ckn_alfredo
2015-001771,20:32:42,Cohen,Scott,medium classic_dlx;medium spinach_fet
2015-001772,20:36:38,Rachel,Tran,small ital_veggie
2015-001773,20:50:32,Nayeli,Cruz,small spinach_supr;small big_meat;small thai_ckn;small classic_dlx
2015-001774,20:51:41,Ari,Manning,large prsc_argla
2015-001775,20:52:29,Simon,Robles,medium peppr_salami
2015-001776,20:52:29,Phoenix,Wiggins,medium four_cheese;medium thai_ckn;small spin_pesto
2015-001777,20:47:57,Dax,Rojas,large sicilian
2015-001778,21:11:12,Paisley,Barnes,small hawaiian
2015-001779,21:01:40,Peter,Roman,medium calabrese
2015-001780,21:35:13,Ember,Ahmed,large peppr_salami
2015-001781,21:39:28,Ari,Boyer,large calabrese;large bbq_ckn
2015-001782,21:46:49,Michael,Villarreal,medium bbq_ckn;medium napolitana
2015-001783,21:47:09,Sarah,Beck,medium four_cheese
2015-001784,21:43:20,Evie,Roberts,large ital_veggie;medium spicy_ital;medium classic_dlx;medium four_cheese
2015-001785,21:46:13,Bowen,Velazquez,small classic_dlx;large five_cheese
2015-001786,22:01:27,Emery,Singleton,large the_greek;large cali_ckn
2015-001787,21:55:58,Louis,Schultz,small veggie_veg;large ital_cpcllo;large pepperoni
2015-001788,22:20:16,Taylor,Warren,large spinach_supr;large peppr_salami
2015-001789,22:29:19,Antonella,Horton,small spinach_supr;large sicilian;medium four_cheese
2015-001790,22:48:53,Malachi,Gilbert,medium spicy_ital
2015-001791,23:22:50,Zachary,Todd,large thai_ckn;medium four_cheese;medium cali_ckn;large pep_msh_pep
2015-001792,11:55:54,Titus,Paul,x-large the_greek;small spinach_supr;medium mexicana
2015-001793,12:27:18,Amir,Baldwin,medium four_cheese;medium veggie_veg;medium peppr_salami
2015-001794,12:33:04,Nayeli,Norman,large cali_ckn
2015-001795,14:04:12,Abraham,Melendez,large bbq_ckn;large mexicana;medium bbq_ckn;small classic_dlx;small soppressata;small sicilian;large four_cheese;large spicy_ital;medium ckn_pesto;large calabrese;large mexicana;small spicy_ital
2015-001796,14:24:07,Norah,Rangel,large four_cheese;large napolitana;medium cali_ckn;medium soppressata;small ital_cpcllo;large peppr_salami
2015-001797,14:09:54,Xavier,Berger,large napolitana;medium thai_ckn
2015-001798,14:50:58,Zayn,Zhang,large ckn_pesto
2015-001799,14:42:57,Ruth,Mcmahon,small peppr_salami
2015-001800,14:55:14,Emma,Meyer,medium spinach_supr
2015-001801,15:12:08,Armani,Chase,medium ital_supr;x-large the_greek;large cali_ckn;small ital_cpcllo;small sicilian
2015-001802,15:29:50,Malik,Cain,large veggie_veg;medium thai_ckn;large ital_cpcllo;small brie_carre
2015-001803,15:42:35,Kason,Conway,large ital_cpcllo;medium ital_veggie;medium veggie_veg
2015-001804,16:23:05,Charles,Ellis,medium four_cheese;medium calabrese
2015-001805,16:43:00,Caleb,Valencia,large spinach_supr;small hawaiian
2015-001806,16:38:58,Kade,Murray,medium pepperoni;large hawaiian;small napolitana
2015-001807,16:33:41,Kaia,Kirby,large spinach_fet;medium green_garden;small big_meat;large spinach_fet
2015-001808,16:42:59,Brooklyn,Durham,small big_meat;medium veggie_veg
2015-001809,16:54:01,Nyla,Trevino,medium sicilian;large five_cheese
2015-001810,16:49:16,Mario,Jensen,medium classic_dlx
2015-001811,16:57:36,Finley,Bowen,small green_garden;small hawaiian;small peppr_salami
2015-001812,17:43:43,Nolan,Gonzales,medium classic_dlx;large veggie_veg
2015-001813,18:03:11,Jaxton,Myers,large veggie_veg;large five_cheese
2015-001814,17:58:06,Ana,Spencer,small big_meat;medium ckn_alfredo;small sicilian
2015-001815,18:34:06,Aziel,Whitaker,small hawaiian;large ital_cpcllo;small big_meat
2015-001816,18:44:34,Lucia,Guerrero,large four_cheese;medium hawaiian;medium spicy_ital
2015-001817,18:41:54,Kieran,Camacho,medium sicilian;small big_meat;large peppr_salami
2015-001818,18:43:34,Diego,Pratt,small sicilian;large napolitana
2015-001819,18:39:24,Eva,Dean,medium pepperoni;medium veggie_veg;medium bbq_ckn
2015-001820,18:53:55,Eliza,Floyd,large four_cheese;small cali_ckn;medium napolitana
2015-001821,18:52:56,Oaklynn,Petersen,large spinach_fet;medium ckn_alfredo
2015-001822,18:43:46,Kayson,George,medium calabrese;large ital_supr
2015-001823,18:44:39,Thiago,Barker,medium cali_ckn
2015-001824,19:02:50,Gabriel,Ball,medium southw_ckn;small big_meat
2015-001825,18:44:37,Ricardo,Carter,large five_cheese;large sicilian;large classic_dlx
2015-001826,19:08:25,Charles,Mills,medium the_greek;large four_cheese;large prsc_argla;small prsc_argla
2015-001827,19:45:57,Felix,Ho,medium ital_supr;medium mexicana;small soppressata
2015-001828,19:38:46,Emerson,Whitaker,large thai_ckn;small spinach_supr;small pepperoni
2015-001829,19:55:53,Aubrey,Montes,large thai_ckn;large pep_msh_pep;large the_greek;large cali_ckn
2015-001830,20:12:53,Cohen,Mclaughlin,large sicilian
2015-001831,20:43:48,Adeline,Zavala,large sicilian
2015-001832,20:55:22,Landon,Myers,large napolitana
2015-001833,20:42:23,Koa,Wagner,large cali_ckn;medium mexicana
2015-001834,21:08:31,Eleanor,Barnes,medium ital_supr;medium prsc_argla
2015-001835,21:07:27,Brynlee,Mays,medium hawaiian;large pep_msh_pep;small ital_veggie;medium cali_ckn
2015-001836,21:33:45,Hazel,Greer,small veggie_veg
2015-001837,21:51:59,Martin,Mcconnell,medium mediterraneo;medium bbq_ckn;large ital_cpcllo;large veggie_veg
2015-001838,21:35:26,Quinn,Rose,large southw_ckn;large ital_cpcllo;large four_cheese
2015-001839,21:44:18,Alayna,Walton,large spicy_ital
2015-001840,21:36:10,Francis,Lloyd,medium classic_dlx;medium ital_supr;small big_meat;medium hawaiian
2015-001841,21:36:47,Victoria,Buckley,medium soppressata;small spicy_ital
2015-001842,21:41:24,John,Robbins,large napolitana;medium pepperoni
2015-001843,21:56:38,Javier,Richard,large pepperoni;small big_meat
2015-001844,22:48:10,Wynter,Malone,medium pep_msh_pep;small spinach_supr
2015-001845,23:20:50,Emerson,Burgess,large ital_veggie;small soppressata;large peppr_salami;medium veggie_veg
